Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"МС 36-13 0,2","1,5 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-13+0%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МС 36-13 0,35","1,7 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-13+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МС 36-13 0,5","1,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-13+0%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МС 36-13 0,75","2,1 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-13+0%2C75,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,75: номинальное сечение жилы 0,75 мм2  "
"МС 36-13 1,0","2,2 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-13+1%2C0,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  1,0: номинальное сечение жилы 1,0 мм2  "
"МС 36-13 1,5","2,5 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-13+1%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  1,5: номинальное сечение жилы 1,5 мм2  "
"МС 36-13 2,5","3,1 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-13+2%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2,5: номинальное сечение жилы 2,5 мм2  "
"МС 36-33 0,35","1,7 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1+36-33+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-11 0,08","1,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+0%2C08,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 15-11 0,12","1,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+0%2C12,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-11 0,2","1,5 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+0%2C2,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-11 0,35","1,7 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+0%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-11 0,5","1,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+0%2C5,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 15-11 2х0,08","2,0 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 15-11 2х0,12","2,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-11 2х0,2","2,5 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-11 2х0,35","3,1 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-11 2х0,5","3,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-11+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 15-12 0,08","1,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+0%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 15-12 0,12","1,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+0%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-12 0,2","1,4 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+0%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-12 0,35","1,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-12 0,5","1,9 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+0%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 15-12 2х0,08","2,0 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 15-12 2х0,12","2,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-12 2х0,2","2,5 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-12 2х0,35","3,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-12 2х0,5","3,5 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 15-12 3х0,12","2,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+3%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  3: 3 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-12 3х0,2","2,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+3%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-12 3х0,35","3,4 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-12+3%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  2: номер разработки  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-18 0,12","1,4 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-18+0%2C12,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-18 0,35","1,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-18+0%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-18 2х0,12","2,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-18+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-18 2х0,35","3,0 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+15-18+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-32 0,08","1,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-0-08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 15-32 0,12","1,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-32 0,2","1,4 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-32 0,35","1,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-32 2х0,08","2,0 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-2h0-08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 15-32 2х0,12","2,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-2h0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-32 2х0,2","2,5 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-2h0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-32 2х0,35","3,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-2h0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 15-32 3х0,08","2,2 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-3h0-08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  3: 3 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 15-32 3х0,12","2,3 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-3h0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  3: 3 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 15-32 3х0,2","2,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-3h0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 15-32 3х0,35","3,4 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/item/mse-15-32/mse-15-32-3h0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 16-12 2х0,35","2,4 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-12+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  2: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 16-13 0,08","1,2 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+0%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 16-13 0,12","1,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+0%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 16-13 0,2","1,4 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+0%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 16-13 0,35","1,8 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 16-13 0,5","1,9 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+0%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 16-13 2х0,08","2,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 16-13 2х0,12","2,2 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 16-13 2х0,2","2,5 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 16-13 2х0,35","3,2 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 16-13 2х0,5","3,5 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 16-13 3х0,08","2,2 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+3%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 16-13 3х0,12","2,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+3%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 16-13 3х0,2","2,8 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+3%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 16-13 3х0,35","3,4 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+3%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 16-13 3х0,5","3,7 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-13+3%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 16-15 0,08","1,0 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-15+0%2C08,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 16-15 0,2","1,2 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-15+0%2C2,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 16-15 0,35","1,4 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-15+0%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 16-15 2х0,08","1,5 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-15+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 16-15 2х0,12","1,7 мм",5 наружных диаметров,−150...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+16-15+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  5: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
