Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"МСЭ 35-32 3х0,35","4,2 мм",5 наружных диаметров,−60...+155 °C,https://bystrokabel.ru/item/mse-35-32/mse-35-32-3h0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 35-32 4х0,12","3,8 мм",5 наружных диаметров,−60...+155 °C,https://bystrokabel.ru/item/mse-35-32/mse-35-32-4h0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  4: 4 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 35-32 4х0,2","4,2 мм",5 наружных диаметров,−60...+155 °C,https://bystrokabel.ru/item/mse-35-32/mse-35-32-4h0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  4: 4 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 35-32 4х0,35","4,6 мм",5 наружных диаметров,−60...+155 °C,https://bystrokabel.ru/item/mse-35-32/mse-35-32-4h0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  5: максимальная температура 155 °C  3: жила высокой прочности  2: номер разработки  4: 4 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 36-13 0,08","1,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+0%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 36-13 0,12","1,9 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+0%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 36-13 0,2","2,0 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+0%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 36-13 0,35","2,3 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 36-13 0,5","2,4 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+0%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 36-13 1,0","2,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+1%2C0,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  1,0: номинальное сечение жилы 1,0 мм2  "
"МСЭ 36-13 1,5","3,1 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+1%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  1,5: номинальное сечение жилы 1,5 мм2  "
"МСЭ 36-13 2,5","3,7 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+2%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2,5: номинальное сечение жилы 2,5 мм2  "
"МСЭ 36-13 2х0,12","3,3 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 36-13 2х0,2","3,6 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 36-13 2х0,35","3,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 36-13 2х0,5","4,2 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭ 36-13 2х0,75","4,7 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+2%D1%850%2C75,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"МСЭ 36-13 2х1,0","5,0 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+2%D1%851%2C0,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"МСЭ 36-13 3х0,35","4,2 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+3%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 36-13 3х1,0","5,3 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+3%D1%851%2C0,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"МСЭ 36-13 3х1,5","6,0 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+3%D1%851%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"МСЭ 36-13 4х0,2","4,2 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD+36-13+4%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  4: 4 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 36-33 0,08","1,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-0-08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭ 36-33 0,12","1,9 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 36-33 0,2","2,0 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 36-33 0,35","2,3 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 36-33 2х0,12","3,3 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-2h0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 36-33 2х0,2","3,6 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-2h0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 36-33 2х0,35","3,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-2h0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 36-33 3х0,12","3,5 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-3h0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  3: 3 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 36-33 3х0,2","3,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-3h0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 36-33 3х0,35","4,2 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-3h0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭ 36-33 4х0,12","3,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-4h0-12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  4: 4 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭ 36-33 4х0,2","4,2 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-4h0-2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  4: 4 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭ 36-33 4х0,35","4,6 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/item/mse-36-33/mse-36-33-4h0-35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  3: номинальное напряжение 500 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  4: 4 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 15-11 2х0,08","2,6 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+15-11+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭО 15-11 2х0,12","2,8 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+15-11+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭО 15-11 2х0,2","3,1 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+15-11+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 15-11 2х0,35","3,7 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+15-11+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 15-11 2х0,5","3,9 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+15-11+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  1: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭО 15-18 2х0,35","3,5 мм","2,5 наружных диаметра",−60...+155 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+15-18+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  5: максимальная температура 155 °C  1: жила нормальной прочности  8: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 16-13 2х0,08","2,5 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭО 16-13 2х0,12","2,7 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭО 16-13 2х0,2","3,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 16-13 2х0,35","3,7 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 16-13 2х0,5","4,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+2%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭО 16-13 3х0,08","2,7 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+3%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭО 16-13 3х0,12","2,8 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+3%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭО 16-13 3х0,2","3,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+3%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 16-13 3х0,35","3,9 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+3%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 16-13 3х0,5","4,2 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-13+3%D1%850%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  3: 3 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭО 16-16 2х0,12","2,8 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-16+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  6: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭО 16-16 2х0,2","3,1 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-16+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  1: жила нормальной прочности  6: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 16-33 2х0,08","2,5 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-33+2%D1%850%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  2: 2 жилы  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭО 16-33 2х0,12","2,7 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-33+2%D1%850%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  2: 2 жилы  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭО 16-33 2х0,2","3,0 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-33+2%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  2: 2 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 16-33 2х0,35","3,7 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-33+2%D1%850%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  2: 2 жилы  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 16-33 3х0,2","3,3 мм","2,5 наружных диаметра",−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+16-33+3%D1%850%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  1: номинальное напряжение 100 В  6: максимальная температура 200 °C  3: жила высокой прочности  3: номер разработки  3: 3 жилы  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 26-13 0,08","1,8 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+0%2C08,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,08: номинальное сечение жилы 0,08 мм2  "
"МСЭО 26-13 0,12","2,0 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+0%2C12,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,12: номинальное сечение жилы 0,12 мм2  "
"МСЭО 26-13 0,2","2,1 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+0%2C2,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,2: номинальное сечение жилы 0,2 мм2  "
"МСЭО 26-13 0,35","2,4 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+0%2C35,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,35: номинальное сечение жилы 0,35 мм2  "
"МСЭО 26-13 0,5","2,6 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+0%2C5,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,5: номинальное сечение жилы 0,5 мм2  "
"МСЭО 26-13 0,75","2,9 мм",5 наружных диаметров,−60...+200 °C,https://bystrokabel.ru/catalog/search?query=%D0%9C%D0%A1%D0%AD%D0%9E+26-13+0%2C75,"М: провод монтажный  С: сплошная изоляция из спекаемой плёнки  Э: экранированный  О: оболочка из фторопласта  2: номинальное напряжение 250 В  6: максимальная температура 200 °C  1: жила нормальной прочности  3: номер разработки  0,75: номинальное сечение жилы 0,75 мм2  "
